l_english:
 # Auto-generated missing localization keys
 # Generated by HOI4 Modding Tools

 # DECISION
 PRC_women_in_the_workforce_decision:0 "Prc Women In The Workforce Decision"
 PRC_chinas_victory_in_the_gaw_debug_decision:0 "Prc Chinas Victory In The Gaw Debug Decision"
 PRC_japans_victory_in_the_gaw_debug_decision:0 "Prc Japans Victory In The Gaw Debug Decision"
 PRC_go_boom_debug_decision:0 "Prc Go Boom Debug Decision"
 PRC_load_centrist_focus_debug_decision:0 "Prc Load Centrist Focus Debug Decision"
 PRC_load_nationalist_focus_debug_decision:0 "Prc Load Nationalist Focus Debug Decision"
 PRC_load_liberal_focus_debug_decision:0 "Prc Load Liberal Focus Debug Decision"
 PRC_load_new_left_focus_debug_decision:0 "Prc Load New Left Focus Debug Decision"
 PRC_load_full_taiwan_tree_debug_decision:0 "Prc Load Full Taiwan Tree Debug Decision"
 PRC_indo_pakistani_war_mission:0 "Prc Indo Pakistani War Mission"
 PRC_military_project_mission:0 "Prc Military Project Mission"
 PRC_naval_exercises_decision:0 "Prc Naval Exercises Decision"
 PRC_wu_qi_operation_mission:0 "Prc Wu Qi Operation Mission"
 PRC_environmental_engineering_acceptance_mission:0 "Prc Environmental Engineering Acceptance Mission"
 PRC_bureaucracy_collapsing_mission:0 "Prc Bureaucracy Collapsing Mission"
 PRC_recruit_targeted_decision:0 "Prc Recruit Targeted Decision"
 PRC_new_digital_leninists_bop_add_left_side_debug_decision:0 "Prc New Digital Leninists Bop Add Left Side Debug Decision"
 PRC_new_digital_leninists_bop_add_right_side_debug_decision:0 "Prc New Digital Leninists Bop Add Right Side Debug Decision"
 PRC_new_digital_leninists_bop_mass_purge_of_corrupt_officials_decision:0 "Prc New Digital Leninists Bop Mass Purge Of Corrupt Officials Decision"
 PRC_new_digital_leninists_bop_show_trial_for_deviant_elements_decision:0 "Prc New Digital Leninists Bop Show Trial For Deviant Elements Decision"
 PRC_new_digital_leninists_bop_grants_for_young_researchers_decision:0 "Prc New Digital Leninists Bop Grants For Young Researchers Decision"
 PRC_new_nationalists_bop_add_left_side_debug_decision:0 "Prc New Nationalists Bop Add Left Side Debug Decision"
 PRC_new_nationalists_bop_add_right_side_debug_decision:0 "Prc New Nationalists Bop Add Right Side Debug Decision"
 PRC_new_military_junta_bop_add_left_side_debug_decision:0 "Prc New Military Junta Bop Add Left Side Debug Decision"
 PRC_new_military_junta_bop_add_right_side_debug_decision:0 "Prc New Military Junta Bop Add Right Side Debug Decision"
 PRC_growing_gov_sus_mission:0 "Prc Growing Gov Sus Mission"
 GFX_decision_cat_PRC_chinas_liberalization:0 "Gfx Decision Cat Prc Chinas Liberalization"
 GFX_decision_cat_PRC_taiwan_war:0 "Gfx Decision Cat Prc Taiwan War"
 GFX_decision_cat_PRC_siberian_war:0 "Gfx Decision Cat Prc Siberian War"
 GFX_decision_cat_PRC_internal_factions:0 "Gfx Decision Cat Prc Internal Factions"
 GFX_decision_cat_PRC_pla_picture:0 "Gfx Decision Cat Prc Pla Picture"
 GFX_decision_cat_PRC_enviroment:0 "Gfx Decision Cat Prc Enviroment"

 # EVENT
 china_BD.1.t:0 "[TITLE]"
 china_BD.2.t:0 "[TITLE]"
 china_BD.3.t:0 "[TITLE]"
 china_BD.4.t:0 "[TITLE]"
 china_BD.5.t:0 "[TITLE]"
 china_BD.6.t:0 "[TITLE]"
 china_BD_news.1.t:0 "[TITLE]"
 china_BD_news.2.t:0 "[TITLE]"
 china_BD.1.d:0 "[DESCRIPTION]"
 china_BD.2.d:0 "[DESCRIPTION]"
 china_BD.3.d:0 "[DESCRIPTION]"
 china_BD.4.d:0 "[DESCRIPTION]"
 china_BD.5.d:0 "[DESCRIPTION]"
 china_BD.6.d:0 "[DESCRIPTION]"
 china_BD_news.1.d:0 "[DESCRIPTION]"
 china_BD_news.2.d:0 "[DESCRIPTION]"
 china_BD.1.a:0 "[OPTION A]"
 china_BD.2.a:0 "[OPTION A]"
 china_BD.2.b:0 "[OPTION B]"
 china_BD.3.a:0 "[OPTION A]"
 china_BD.3.b:0 "[OPTION B]"
 china_BD.4.a:0 "[OPTION A]"
 china_BD.5.a:0 "[OPTION A]"
 china_BD.6.a:0 "[OPTION A]"
 china_BD.6.b:0 "[OPTION B]"
 china_BD_news.1.a:0 "[OPTION A]"
 china_BD_news.1.b:0 "[OPTION B]"
 china_BD_news.2.a:0 "[OPTION A]"
 china_BD.1.b:0 "[OPTION B]"
 PRC_Zhou_Mingfeng.t:0 "[TITLE]"
 PRC_Zhou_Mingfeng.d:0 "[DESCRIPTION]"
 PRC_Zhou_Mingfeng.a:0 "[OPTION A]"
 PRC_Zhou_Mingfeng.b:0 "[OPTION B]"
 china_BD.4.b:0 "[OPTION B]"
 china_BD.5.b:0 "[OPTION B]"
 china_BD_news.2.b:0 "[OPTION B]"

 # FOCUS
 china_nationalist_focus_desc:0 "[DESCRIPTION]"
 PRC_chinas_most_dire_hour_desc:0 "[DESCRIPTION]"
 china_desc:0 "[DESCRIPTION]"
 PRC_power_balance_desc:0 "[DESCRIPTION]"
 PRC_suppress_dissent_desc:0 "[DESCRIPTION]"
 PRC_reorganize_the_party_desc:0 "[DESCRIPTION]"
 PRC_new_military_junta_bop_desc:0 "[DESCRIPTION]"
 PRC_increase_pla_representation_in_the_npc_desc:0 "[DESCRIPTION]"
 PRC_increase_the_power_of_officers_desc:0 "[DESCRIPTION]"
 PRC_eternal_union_of_army_and_state_desc:0 "[DESCRIPTION]"
 PRC_empower_theater_commands_desc:0 "[DESCRIPTION]"
 PRC_citizen_militarization_desc:0 "[DESCRIPTION]"
 PRC_party_controlled_by_the_pla_desc:0 "[DESCRIPTION]"
 PRC_the_hero_state_desc:0 "[DESCRIPTION]"
 PRC_new_production_and_construction_corps_desc:0 "[DESCRIPTION]"
 PRC_civic_military_cooperation_desc:0 "[DESCRIPTION]"
 PRC_strengthen_the_chairman_desc:0 "[DESCRIPTION]"
 PRC_stop_the_factionalism_desc:0 "[DESCRIPTION]"
 PRC_party_under_control_of_the_guiding_hand_desc:0 "[DESCRIPTION]"
 PRC_the_organic_history_desc:0 "[DESCRIPTION]"
 PRC_li_zuocheng_thought_focus_desc:0 "[DESCRIPTION]"
 PRC_project_the_eternal_capital_desc:0 "[DESCRIPTION]"
 PRC_new_great_leader_desc:0 "[DESCRIPTION]"
 PRC_question_of_the_chinese_interventionism_desc:0 "[DESCRIPTION]"
 PRC_redefine_the_will_of_the_party_desc:0 "[DESCRIPTION]"
 PRC_purge_the_liberal_reformers_desc:0 "[DESCRIPTION]"
 PRC_sinicization_of_marxism_nat_desc:0 "[DESCRIPTION]"
 PRC_purge_the_communist_hardliners_desc:0 "[DESCRIPTION]"
 PRC_party_of_the_chinese_patriots_desc:0 "[DESCRIPTION]"
 PRC_pillar_of_crimson_sovereignty_desc:0 "[DESCRIPTION]"
 PRC_obey_the_party_desc:0 "[DESCRIPTION]"
 PRC_state_of_permanent_mobilization_desc:0 "[DESCRIPTION]"
 PRC_youth_military_brigades_desc:0 "[DESCRIPTION]"
 PRC_women_in_the_workforce_desc:0 "[DESCRIPTION]"
 PRC_youth_construction_brigades_desc:0 "[DESCRIPTION]"
 PRC_the_wave_of_patriotism_desc:0 "[DESCRIPTION]"
 PRC_hold_snap_party_congress_desc:0 "[DESCRIPTION]"
 PRC_protectors_of_the_chinese_nation_desc:0 "[DESCRIPTION]"
 PRC_new_nationalists_bop_desc:0 "[DESCRIPTION]"
 china_BD_desc:0 "[DESCRIPTION]"
 PRC_secure_the_sinosphere_desc:0 "[DESCRIPTION]"
 PRC_the_issue_of_religions_desc:0 "[DESCRIPTION]"
 PRC_reconciliation_with_folk_sects_desc:0 "[DESCRIPTION]"
 PRC_state_atheism_desc:0 "[DESCRIPTION]"
 PRC_speed_up_sinicization_desc:0 "[DESCRIPTION]"
 PRC_expel_foreign_forces_desc:0 "[DESCRIPTION]"
 PRC_smash_islamism_desc:0 "[DESCRIPTION]"
 PRC_enforce_minority_integration_desc:0 "[DESCRIPTION]"
 PRC_the_final_blow_to_christian_cults_desc:0 "[DESCRIPTION]"
 PRC_the_new_chinese_revolution_desc:0 "[DESCRIPTION]"
 PRC_spiritual_renaissance_desc:0 "[DESCRIPTION]"
 PRC_chinese_defenders_from_grassroots_desc:0 "[DESCRIPTION]"
 PRC_revolutionary_troch_renewed_desc:0 "[DESCRIPTION]"
 PRC_the_great_chinese_nation_desc:0 "[DESCRIPTION]"
 PRC_will_of_the_chinese_people_desc:0 "[DESCRIPTION]"
 PRC_the_fortress_of_blood_and_flesh_desc:0 "[DESCRIPTION]"
 PRC_seize_back_the_chinese_century_desc:0 "[DESCRIPTION]"
 PRC_embrace_the_imperial_administrative_system_desc:0 "[DESCRIPTION]"
 PRC_instill_confucian_values_desc:0 "[DESCRIPTION]"
 PRC_rites_of_zhou_desc:0 "[DESCRIPTION]"
 PRC_new_ban_from_hundred_philosophers_campaign_desc:0 "[DESCRIPTION]"
 PRC_revolt_against_the_modern_desc:0 "[DESCRIPTION]"
 PRC_the_dragon_who_devoured_the_sun_desc:0 "[DESCRIPTION]"
 PRC_revive_traditional_culture_desc:0 "[DESCRIPTION]"
 PRC_great_history_continues_desc:0 "[DESCRIPTION]"
 PRC_the_good_old_china_desc:0 "[DESCRIPTION]"
 PRC_empire_under_facade_of_the_republic_desc:0 "[DESCRIPTION]"
 PRC_traditional_gender_roles_desc:0 "[DESCRIPTION]"
 PRC_stability_and_security_desc:0 "[DESCRIPTION]"
 PRC_conquer_the_corporations_desc:0 "[DESCRIPTION]"
 PRC_absorb_technical_blood_desc:0 "[DESCRIPTION]"
 PRC_pursuit_of_full_automation_desc:0 "[DESCRIPTION]"
 PRC_science_exclusively_for_the_state_interests_desc:0 "[DESCRIPTION]"
 PRC_new_digital_leninists_bop_desc:0 "[DESCRIPTION]"
 PRC_general_pursuit_of_discovery_desc:0 "[DESCRIPTION]"
 PRC_the_authority_of_the_best_minds_desc:0 "[DESCRIPTION]"
 PRC_moving_toward_a_digital_state_desc:0 "[DESCRIPTION]"
 PRC_going_beyond_ethics_desc:0 "[DESCRIPTION]"
 PRC_sinofuturism_desc:0 "[DESCRIPTION]"
 PRC_perfectly_calculated_freedom_for_all_desc:0 "[DESCRIPTION]"
 PRC_huge_machine_of_the_china_desc:0 "[DESCRIPTION]"
 PRC_great_changes_unseen_in_a_century_desc:0 "[DESCRIPTION]"
 PRC_empower_the_mss_desc:0 "[DESCRIPTION]"
 PRC_all_society_political_investigation_desc:0 "[DESCRIPTION]"
 PRC_generation_of_patriots_desc:0 "[DESCRIPTION]"
 PRC_officials_on_social_media_desc:0 "[DESCRIPTION]"
 PRC_party_under_mss_control_desc:0 "[DESCRIPTION]"
 PRC_expand_the_surveillance_state_desc:0 "[DESCRIPTION]"
 PRC_agents_elite_of_the_nation_desc:0 "[DESCRIPTION]"
 PRC_total_security_desc:0 "[DESCRIPTION]"
 PRC_keepers_of_the_chinese_idea_desc:0 "[DESCRIPTION]"
 PRC_the_ministry_that_controls_everything_desc:0 "[DESCRIPTION]"
 PRC_military_and_party_in_one_mind_desc:0 "[DESCRIPTION]"
 PRC_mobilize_ministry_of_public_security_desc:0 "[DESCRIPTION]"
 PRC_purity_and_honesty_desc:0 "[DESCRIPTION]"
 PRC_mind_and_skills_desc:0 "[DESCRIPTION]"
 PRC_redefine_people_protection_desc:0 "[DESCRIPTION]"
 PRC_encourage_digitalization_nat_desc:0 "[DESCRIPTION]"
 PRC_permeate_the_whole_world_desc:0 "[DESCRIPTION]"
 PRC_key_to_omniscience_and_omnipotence_desc:0 "[DESCRIPTION]"
 PRC_operation_wu_qi_desc:0 "[DESCRIPTION]"
 KOR_desc:0 "[DESCRIPTION]"
 PRC_reorient_the_economy_desc:0 "[DESCRIPTION]"
 PRC_tackle_youth_unemployment_desc:0 "[DESCRIPTION]"
 PRC_military_industries_renewal_desc:0 "[DESCRIPTION]"
 PRC_tackle_the_demographic_collapse_desc:0 "[DESCRIPTION]"
 PRC_spur_domestic_production_desc:0 "[DESCRIPTION]"
 PRC_public_works_campaign_desc:0 "[DESCRIPTION]"
 PRC_state_syndicalism_desc:0 "[DESCRIPTION]"
 PRC_national_corporatism_desc:0 "[DESCRIPTION]"
 PRC_subsidize_child_raising_desc:0 "[DESCRIPTION]"
 PRC_reconstruct_the_iron_rice_bowl_nat_desc:0 "[DESCRIPTION]"
 PRC_synthesis_of_state_and_labor_desc:0 "[DESCRIPTION]"
 PRC_absorb_western_enterprise_desc:0 "[DESCRIPTION]"
 PRC_decommodification_nat_desc:0 "[DESCRIPTION]"
 PRC_all_under_the_soe_desc:0 "[DESCRIPTION]"
 PRC_promote_common_prosperity_desc:0 "[DESCRIPTION]"
 PRC_to_struggle_is_to_live_desc:0 "[DESCRIPTION]"
 PRC_to_prosper_is_to_live_desc:0 "[DESCRIPTION]"
 PRC_definancialization_desc:0 "[DESCRIPTION]"
 PRC_reinvigorate_the_cadres_nat_desc:0 "[DESCRIPTION]"
 PRC_revitalize_the_chinese_village_desc:0 "[DESCRIPTION]"
 PRC_a_pragmatic_economy_desc:0 "[DESCRIPTION]"
 PRC_productivism_over_distributionism_desc:0 "[DESCRIPTION]"
 PRC_joint_eadi_development_nat_desc:0 "[DESCRIPTION]"
 PRC_extraction_from_the_periphery_desc:0 "[DESCRIPTION]"
 PRC_endorse_the_megaprojects_desc:0 "[DESCRIPTION]"
 PRC_the_national_economic_revolution_desc:0 "[DESCRIPTION]"
 PRC_new_asian_liberation_war_desc:0 "[DESCRIPTION]"
 PRC_chinese_emergency_state_desc:0 "[DESCRIPTION]"
 PRC_conduct_ultra_war_to_enemies_desc:0 "[DESCRIPTION]"
 PRC_abandon_the_rules_of_warfare_desc:0 "[DESCRIPTION]"
 PRC_without_mercy_desc:0 "[DESCRIPTION]"
 PRC_new_asian_order_desc:0 "[DESCRIPTION]"
 PRC_unrestricted_aerial_bombardment_desc:0 "[DESCRIPTION]"
 PRC_operation_majestic_nat_desc:0 "[DESCRIPTION]"
 PRC_revenge_for_nanking_nat_desc:0 "[DESCRIPTION]"
 PRC_operation_changma_nat_desc:0 "[DESCRIPTION]"
 PRC_kashmir_road_nat_desc:0 "[DESCRIPTION]"
 PRC_operation_gangaridai_nat_desc:0 "[DESCRIPTION]"
 PRC_operation_pallava_nat_desc:0 "[DESCRIPTION]"
 PRC_operation_southern_fury_nat_desc:0 "[DESCRIPTION]"
 PRC_operation_samosir_nat_desc:0 "[DESCRIPTION]"
 PRC_operation_baru_nah_nat_desc:0 "[DESCRIPTION]"
 PRC_cover_the_back_nat_desc:0 "[DESCRIPTION]"
 PRC_operation_coronet_nat_desc:0 "[DESCRIPTION]"
 PRC_its_just_beginning_desc:0 "[DESCRIPTION]"
 PRC_prepare_for_the_new_world_desc:0 "[DESCRIPTION]"
 PRC_spiritual_purification_desc:0 "[DESCRIPTION]"
 PRC_reopen_the_pangu_heavens_desc:0 "[DESCRIPTION]"
 PRC_coronavirus_category_desc:0 "[DESCRIPTION]"
 PRC_control_the_coronavirus_mission_desc:0 "[DESCRIPTION]"
 PRC_vaccine_development_mission_desc:0 "[DESCRIPTION]"
 PRC_waning_coronavirus_desc:0 "[DESCRIPTION]"
 PRC_distribute_vaccines_desc:0 "[DESCRIPTION]"
 PRC_visit_wuhan_desc:0 "[DESCRIPTION]"
 PRC_distribute_masks_desc:0 "[DESCRIPTION]"
 PRC_construct_emergency_hospitals_desc:0 "[DESCRIPTION]"
 PRC_deploy_the_pla_desc:0 "[DESCRIPTION]"
 PRC_burn_infected_bodies_desc:0 "[DESCRIPTION]"
 PRC_declare_a_curfew_desc:0 "[DESCRIPTION]"
 PRC_the_rebellious_west_cat_desc:0 "[DESCRIPTION]"
 PRC_send_xinjiang_reinforcements_desc:0 "[DESCRIPTION]"
 PRC_send_xinjiang_guns_desc:0 "[DESCRIPTION]"
 PRC_xinjiang_bombing_raid_desc:0 "[DESCRIPTION]"
 PRC_send_tibet_reinforcements_desc:0 "[DESCRIPTION]"
 PRC_send_tibet_guns_desc:0 "[DESCRIPTION]"
 PRC_tibetbombing_raid_desc:0 "[DESCRIPTION]"
 XIN_our_mission_is_completed_desc:0 "[DESCRIPTION]"
 PRC_pacify_tibet_desc:0 "[DESCRIPTION]"
 PRC_balance_of_power_liberal_category_desc:0 "[DESCRIPTION]"
 PRC_Wave_of_Uncertainty_desc:0 "[DESCRIPTION]"
 PRC_Oligarchist_Actions_desc:0 "[DESCRIPTION]"
 PRC_Embrace_Communitarianism_desc:0 "[DESCRIPTION]"
 PRC_Reshuffle_Bureaucracy_desc:0 "[DESCRIPTION]"
 PRC_Recall_Unpopular_Politicians_desc:0 "[DESCRIPTION]"
 PRC_Negotiate_with_the_Conservative_desc:0 "[DESCRIPTION]"
 PRC_Bend_to_Party_Demands_desc:0 "[DESCRIPTION]"
 PRC_Reinforce_Communist_Doctrine_desc:0 "[DESCRIPTION]"
 PRC_Set_New_Gaokao_Standards_desc:0 "[DESCRIPTION]"
 PRC_Negotiate_with_the_Fuerdai_desc:0 "[DESCRIPTION]"
 PRC_Step_Past_Chairman_Xiaoping_desc:0 "[DESCRIPTION]"
 PRC_Acknowledge_Government_Mistakes_desc:0 "[DESCRIPTION]"
 PRC_Quiet_Moderate_Politicians_desc:0 "[DESCRIPTION]"
 PRC_Disband_the_SPC_desc:0 "[DESCRIPTION]"
 PRC_Sack_the_SPC_desc:0 "[DESCRIPTION]"
 PRC_Propogate_Factionalism_desc:0 "[DESCRIPTION]"
 PRC_Utilize_Political_Favours_desc:0 "[DESCRIPTION]"
 PRC_Empower_Democratic_Opposition_in_NPC_desc:0 "[DESCRIPTION]"
 PRC_chinas_liberalization_category_desc:0 "[DESCRIPTION]"
 PRC_SPZ_decision_desc:0 "[DESCRIPTION]"
 PRC_Force_Federalism_desc:0 "[DESCRIPTION]"
 PRC_introduce_governor_elections_desc:0 "[DESCRIPTION]"
 PRC_empower_president_desc:0 "[DESCRIPTION]"
 PRC_empower_npc_desc:0 "[DESCRIPTION]"
 PRC_Chinese_Reform_desc:0 "[DESCRIPTION]"
 PRC_Local_Government_Reform_desc:0 "[DESCRIPTION]"
 PRC_Call_on_Democratic_Progressive_desc:0 "[DESCRIPTION]"
 PRC_Reform_on_National_Security_System_desc:0 "[DESCRIPTION]"
 PRC_Censorship_Reform_desc:0 "[DESCRIPTION]"
 PRC_Shrink_Bureaucracy_System_desc:0 "[DESCRIPTION]"
 PRC_Fight_Against_Corruption_desc:0 "[DESCRIPTION]"
 PRC_Deepening_Judicial_Openness_desc:0 "[DESCRIPTION]"
 PRC_Hundred_Flower_Campaign_desc:0 "[DESCRIPTION]"
 PRC_Loosen_Media_Cersorship_desc:0 "[DESCRIPTION]"
 PRC_Whole_Process_Peoples_Democracy_desc:0 "[DESCRIPTION]"
 PRC_New_Era_Democratic_Politics_desc:0 "[DESCRIPTION]"
 PRC_work_with_platform_reformers_desc:0 "[DESCRIPTION]"
 PRC_establish_platform_social_desc:0 "[DESCRIPTION]"
 PRC_work_with_platform_social_desc:0 "[DESCRIPTION]"
 PRC_establish_platform_business_desc:0 "[DESCRIPTION]"
 PRC_work_with_platform_business_desc:0 "[DESCRIPTION]"
 PRC_negotiate_with_maoists_desc:0 "[DESCRIPTION]"
 PRC_establish_platform_nationalist_desc:0 "[DESCRIPTION]"
 PRC_work_with_rc_kmt_desc:0 "[DESCRIPTION]"
 PRC_work_with_cdl_desc:0 "[DESCRIPTION]"
 PRC_Liberals_Start_Gaw_desc:0 "[DESCRIPTION]"
 PRC_chinese_liberal_economy_cat_desc:0 "[DESCRIPTION]"
 PRC_100_dockyards_plan_mission_desc:0 "[DESCRIPTION]"
 PRC_encourage_market_competition_desc:0 "[DESCRIPTION]"
 PRC_supress_small_business_desc:0 "[DESCRIPTION]"
 PRC_expand_resource_production_desc:0 "[DESCRIPTION]"
 PRC_construct_renewables_desc:0 "[DESCRIPTION]"
 PRC_guanghzhou_sez_desc:0 "[DESCRIPTION]"
 PRC_chongqing_sez_desc:0 "[DESCRIPTION]"
 PRC_manchurian_sez_desc:0 "[DESCRIPTION]"
 PRC_expand_rnd_desc:0 "[DESCRIPTION]"
 PRC_taiwan_detente_cat_desc:0 "[DESCRIPTION]"
 PRC_CHI_cultural_communications_decision_desc:0 "[DESCRIPTION]"
 PRC_CHI_naval_drilling_decision_desc:0 "[DESCRIPTION]"
 PRC_CHI_trade_communications_decision_desc:0 "[DESCRIPTION]"
 PRC_CHI_epidemic_communications_decision_desc:0 "[DESCRIPTION]"
 PRC_taiwan_war_cat_desc:0 "[DESCRIPTION]"
 PRC_taiwan_war_countdown_desc:0 "[DESCRIPTION]"
 PRC_operation_crimson_sky_desc:0 "[DESCRIPTION]"
 PRC_operation_guan_yu_desc:0 "[DESCRIPTION]"
 PRC_operation_li_jing_decision_desc:0 "[DESCRIPTION]"
 PRC_taiwan_bombing_raid_desc:0 "[DESCRIPTION]"
 PRC_war_propaganda_desc:0 "[DESCRIPTION]"
 PRC_anti_western_proaganda_desc:0 "[DESCRIPTION]"
 PRC_defend_kinmen_island_desc:0 "[DESCRIPTION]"
 PRC_adapt_to_modern_defense_desc:0 "[DESCRIPTION]"
 PRC_adapt_to_modern_offensives_desc:0 "[DESCRIPTION]"
 PRC_adapt_to_modern_airbattles_desc:0 "[DESCRIPTION]"
 PRC_destroy_taiwan_infr_desc:0 "[DESCRIPTION]"
 PRC_destroy_taiwan_civ_industry_desc:0 "[DESCRIPTION]"
 PRC_destroy_taiwan_war_industry_desc:0 "[DESCRIPTION]"
 PRC_strike_senkaku_desc:0 "[DESCRIPTION]"
 PRC_strike_okinawa_desc:0 "[DESCRIPTION]"
 PRC_break_the_naval_blockade_desc:0 "[DESCRIPTION]"
 PRC_expanding_trade_through_russia_desc:0 "[DESCRIPTION]"
 PRC_the_red_dragon_cat_desc:0 "[DESCRIPTION]"
 PRC_end_a_century_of_humiliation_desc:0 "[DESCRIPTION]"
 PRC_conquer_the_remnants_of_india_desc:0 "[DESCRIPTION]"
 PRC_establish_new_military_districts_desc:0 "[DESCRIPTION]"
 PRC_modern_dare_to_die_corps_desc:0 "[DESCRIPTION]"
 PRC_remember_ma_guiyings_willpower_prop_desc:0 "[DESCRIPTION]"
 PRC_follow_lei_feng_example_nat_prop_desc:0 "[DESCRIPTION]"
 PRC_dare_to_fight_nat_prop_desc:0 "[DESCRIPTION]"
 PRC_destroy_china_enemies_prop_desc:0 "[DESCRIPTION]"
 PRC_we_build_for_china_prop_desc:0 "[DESCRIPTION]"
 PRC_never_despair_prop_desc:0 "[DESCRIPTION]"
 PRC_hero_chairman_prop_desc:0 "[DESCRIPTION]"
 PRC_hail_to_the_supreme_leader_prop_desc:0 "[DESCRIPTION]"
 PRC_glory_to_the_great_pla_commanders_prop_desc:0 "[DESCRIPTION]"
 PRC_100_years_of_great_victories_prop_desc:0 "[DESCRIPTION]"
 PRC_defend_of_maos_homeland_nat_prop_desc:0 "[DESCRIPTION]"
 PRC_glory_the_party_nat_prop_desc:0 "[DESCRIPTION]"
 PRC_promote_the_pla_cadres_desc:0 "[DESCRIPTION]"
 PRC_recreate_tibetan_production_and_construction_corps_desc:0 "[DESCRIPTION]"
 PRC_recreate_inner_mongolian_production_and_construction_corps_desc:0 "[DESCRIPTION]"
 PRC_recreate_heilongjiang_production_and_construction_corps_desc:0 "[DESCRIPTION]"
 PRC_recreate_yunnan_production_and_construction_corps_desc:0 "[DESCRIPTION]"
 PRC_curtail_party_corruption_desc:0 "[DESCRIPTION]"
 PRC_officially_rehabilitate_lin_biao_desc:0 "[DESCRIPTION]"
 PRC_li_zuochengs_cult_of_personality_desc:0 "[DESCRIPTION]"
 PRC_condemn_the_hardliners_desc:0 "[DESCRIPTION]"
 PRC_intensify_the_party_struggle_desc:0 "[DESCRIPTION]"
 PRC_end_the_tuanpai_faction_desc:0 "[DESCRIPTION]"
 PRC_seek_evidence_against_liberals_desc:0 "[DESCRIPTION]"
 PRC_prepare_the_mss_desc:0 "[DESCRIPTION]"
 PRC_strike_the_lair_desc:0 "[DESCRIPTION]"
 PRC_finish_off_the_false_maoists_desc:0 "[DESCRIPTION]"
 PRC_track_down_wang_yang_desc:0 "[DESCRIPTION]"
